compound_id,canonical_smiles,task,branch,pair_id,target_uniprot,offtarget_uniprot,seed_record_id,seed_zinc_id,similarity_to_seed,MW,cLogP,TPSA,rotatable_bonds,HBD,HBA,QED,SA,detail_target_median,detail_offtarget_median,detail_dd_median,detail_dd_worst,detail_dd_sd,seed_detail_dd_median,dd_change_vs_seed,target_pose_stable,offtarget_pose_stable,ames,bbb,bioavailability,cyp1a2_inhibition,cyp2c19_inhibition,cyp2c9_inhibition,cyp2d6_inhibition,cyp3a4_inhibition,carcinogenicity,clintox,dili,hia,pampa,pgp_inhibition,herg,caco2,hepatocyte_clearance,microsome_clearance,half_life,solubility,vdss,cross_domain_shortlist,mmgbsa_baseline_complete,mmgbsa_dual_endpoint_improved,mmgbsa_status,final_selected
A6PX-P155-0063,Cc1c(C(N)=O)nn(CC(C)C)c1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.43037974683544306,401.51100000000025,1.5619200000000002,101.52999999999999,5,1,5,0.808842377080368,3.6613753637912927,-7.98,-5.626,-2.4579999999999993,-2.1450000000000005,0.1914755568966671,-1.5420000000000007,-0.9159999999999986,True,False,0.11769011691212654,0.9660830616950988,0.7619020104408264,0.0028142972383648156,0.07692643515765667,0.044518225267529486,0.02366919182240963,0.32156991511583327,0.021367485355585813,0.2977143883705139,0.2287159651517868,0.9998119711875916,0.9738055229187011,0.13125199638307095,0.4604131817817688,-5.1207494387180335,36.63041275813689,38.09855183328981,-10.819286117390863,-3.7335477594140074,5.323063732441159,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0020,Nc1cc([C@@H](C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)n2cccc2)ccn1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.43037974683544306,393.49100000000027,2.0566,84.46,4,1,5,0.8617012911421628,3.8928152709595727,-7.821,-5.456,-2.3969999999999994,-1.5759999999999996,0.3884450483087093,-1.5420000000000007,-0.8549999999999986,True,False,0.05210722731426358,0.949763298034668,0.7654247045516968,0.00037134316517040133,0.031249405071139335,0.029823776427656414,0.012846408225595952,0.3792469799518585,0.013452010834589601,0.33427377641201017,0.13878575563430787,0.9995165228843689,0.8822777271270752,0.04348291140049696,0.3794709324836731,-5.458515945543818,17.916731556719203,9.231946120870484,-26.70002459260602,-2.4041833459249813,2.666023732189393,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0110,Cc1ccc(COS(N)(=O)=O)c(C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)c1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.5333333333333333,421.5190000000003,1.3306199999999997,110.01,5,1,5,0.7712460508889538,3.50634223574845,-8.199,-5.956,-2.2429999999999994,-1.4210000000000003,0.5111831591731306,-1.5420000000000007,-0.7009999999999987,True,False,0.4930773854255676,0.954799222946167,0.8508872985839844,0.009370998223312199,0.10134480074048043,0.023681625723838806,0.03982895282097161,0.5141788423061371,0.0886352725327015,0.466812390089035,0.23579969108104706,0.9991423964500428,0.9369480609893799,0.11385951042175294,0.44243565797805784,-5.085154808125679,19.69097805986474,22.868574782454363,11.769721851437996,-2.457224394060664,4.7063849899437935,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0023,COc1cc(C(N)=O)c(C)c(C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)c1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.5352112676056338,385.4640000000002,1.7180199999999999,92.93999999999998,4,1,4,0.8540025423369272,3.3572505606880885,-7.951,-5.719,-2.2319999999999993,-1.4260000000000002,0.4969522668783747,-1.5420000000000007,-0.6899999999999986,True,False,0.10009322874248028,0.9137715101242065,0.9095998764038086,0.005402347398921847,0.04834500104188919,0.02342077950015664,0.011020970484241843,0.278970430791378,0.013971371809020638,0.1582404300570488,0.27394765615463257,0.9995275497436523,0.9610204815864563,0.08406756380572915,0.31297515630722045,-4.835774234374187,27.985946331255114,32.122974464142615,-23.421692846552254,-3.0889818654232433,5.359889931251372,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0148,CC(C)COc1cc(S(N)(=O)=O)ccc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.6164383561643836,449.5730000000003,1.9843,110.01,6,1,5,0.714104800444944,3.3544931332142385,-7.662,-5.63,-2.0700000000000003,-1.5249999999999995,0.4751044329641877,-1.5420000000000007,-0.5279999999999996,True,False,0.1009817399084568,0.81251620054245,0.73601393699646,0.004902570252306759,0.03720734678208828,0.03757078945636749,0.031326407101005316,0.4604328334331512,0.059992676600813866,0.16042003333568572,0.4189697206020355,0.9870744585990906,0.8966944932937622,0.18643600940704347,0.22960531562566758,-5.091900502667131,43.3586482041941,40.653136632587696,-17.140762975896696,-2.7363116882492013,4.636922702241907,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0058,COc1cc2c(cnn2C)cc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.52,382.4640000000003,2.1974,67.67,3,0,5,0.816208114497926,3.418710002512089,-7.804,-5.738,-2.0699999999999994,-1.604,0.24906402568192945,-1.5420000000000007,-0.5279999999999987,True,False,0.15606902837753295,0.9240249991416931,0.8962580442428589,0.019247670844197273,0.061463911831378934,0.0342899645678699,0.005713236890733242,0.4923278659582138,0.013145921751856804,0.15294612646102906,0.5355233550071716,0.9999449014663696,0.9890708446502685,0.23798197582364083,0.5010340452194214,-4.679354338954601,34.640777198800336,52.292639364495415,8.035584173876504,-2.4888651042088132,1.6466735964566943,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0104,CCCOc1ccc(C(=O)NC)cc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.5394736842105263,413.51800000000026,2.450500000000001,78.95,6,1,4,0.7770399383414491,3.2228303854269544,-7.897,-5.679,-2.061,-1.9509999999999996,0.24735534493248126,-1.5420000000000007,-0.5189999999999992,True,True,0.07479856610298156,0.7916879296302796,0.761307692527771,0.02428526058793068,0.06807179301977158,0.05500872656702995,0.03245812859386206,0.5589911758899688,0.028413377329707147,0.16221296191215515,0.3893777787685394,0.9985603928565979,0.9430327653884888,0.18593626096844673,0.47154738903045657,-4.834532490470846,44.69634032251522,42.52862592949941,-1.0747538278745439,-3.2900626976353116,3.1049624025478737,True,True,False,not_dual_endpoint_improved,False
A6PX-P155-0083,CNC(=O)c1nc2c(c(C(=O)N3CC[C@@H]4[C@H](CCC(=O)N4C4CC4)C3)c1C)CCCO2,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.37209302325581395,426.5170000000003,1.6901199999999996,91.83999999999999,3,1,5,0.794235120981173,3.853971329500709,-7.751,-5.854,-2.025999999999999,-1.8319999999999999,0.13926473590491864,-1.5420000000000007,-0.4839999999999982,True,False,0.0511438749730587,0.8380200505256653,0.7197657465934754,0.013292321283370257,0.041685115359723565,0.054300096444785596,0.02829355010762811,0.44142939150333405,0.012287103454582393,0.19894204586744307,0.4080770403146744,0.9993557929992676,0.9664952278137207,0.0726503299549222,0.4429487705230713,-4.844368967983077,28.38991972781738,38.35355611205185,-10.623999248587225,-2.864222348696962,2.511810172582382,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0042,Cc1cc(-n2cccc2C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)ccn1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.45454545454545453,378.4760000000002,2.796220000000001,58.440000000000005,3,0,4,0.8252220993365083,3.5017058204283487,-7.821,-5.576,-1.984,-1.774,0.2118678833613061,-1.5420000000000007,-0.4419999999999993,True,False,0.09351516515016556,0.9641249656677247,0.8847995877265931,0.032111513428390026,0.11000163406133652,0.0558643065392971,0.026322482991963624,0.5483267605304718,0.014206351852044464,0.40119590163230895,0.2640437990427017,0.9999467015266419,0.9921445250511169,0.26664759516716,0.46044843196868895,-4.942108494414749,38.141903105968545,30.988174433136663,-13.035100362713251,-2.2240125425063124,-1.6882942655207849,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0006,C[C@@H](O)C=Cc1ccccc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.5277777777777778,368.4770000000002,2.6961000000000013,60.85,4,1,3,0.8888666913812584,3.618194654284026,-7.415,-5.483,-1.9450000000000003,-1.822,0.26709923249608947,-1.5420000000000007,-0.4029999999999996,False,False,0.06223498284816742,0.9511847972869873,0.7199535846710206,0.013222010340541601,0.14513750672340392,0.056291244179010394,0.030015565920621157,0.34274111688137054,0.01946963951922953,0.22397173643112184,0.188744854927063,0.9998665571212768,0.9617194652557373,0.27654304504394533,0.5494695723056793,-4.699360226498523,39.4510430511007,26.337296118378312,0.8998101577954344,-2.8464801633389,-5.2591785403867775,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0041,O=C(c1cccnc1-c1ccccn1)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.47297297297297297,376.4600000000002,2.759100000000001,66.4,3,0,4,0.826173028282473,3.2797805640180933,-7.556,-5.634,-1.9449999999999994,-1.9219999999999997,0.06456177059392225,-1.5420000000000007,-0.4029999999999987,False,False,0.06640696413815021,0.9551322340965271,0.8676334977149963,0.03856944553554058,0.19764706641435623,0.15442437902092934,0.012117216689512133,0.631340479850769,0.014495847560465337,0.362472677230835,0.422760596871376,0.9999309420585633,0.9893378138542175,0.22865503504872323,0.4596106052398682,-4.974288907510614,47.611602758907104,31.326912515064674,-17.21881818852732,-2.6504555421672054,-2.1527568940349098,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0007,NC(=O)c1cc(F)cc(C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)c1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.4647887323943662,359.4010000000002,1.5400999999999998,83.71,3,1,3,0.8884941984834597,3.234793534460117,-8.176,-6.313,-1.867,-1.0819999999999999,0.41236957534069707,-1.5420000000000007,-0.3249999999999993,True,True,0.22593552321195604,0.978859007358551,0.887844729423523,0.005616019666194916,0.033696973510086534,0.01787020657211542,0.014799373503774405,0.04583114795386791,0.02817182233557105,0.28416680097579955,0.2609551787376404,0.9991878747940064,0.8866928935050964,0.0421828324906528,0.47610446214675906,-4.904132262804011,19.13718131134785,-7.236593213480664,3.2330763774969595,-3.3373169019623616,3.3895278242195745,True,True,False,not_dual_endpoint_improved,False
A6PX-P155-0035,CNC(=O)c1nn(C(C)(C)C)cc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.4605263157894737,401.51100000000025,1.613199999999999,87.54,3,1,5,0.8336323681044389,3.6799099304904175,-7.604,-5.748,-1.8559999999999999,-1.1879999999999997,0.37017383303883966,-1.5420000000000007,-0.31399999999999917,True,False,0.06511872820556164,0.9276692867279053,0.6670052289962769,0.004721920494921506,0.08744845986366272,0.04176223874092102,0.016852351371198893,0.3144087135791779,0.024973561242222785,0.15548727363348008,0.3132869601249695,0.9994940996170044,0.9697950005531311,0.10655018165707589,0.451217383146286,-4.94641921555681,42.437046278868436,43.73760907325534,7.054590605531553,-3.3442492834226556,2.2253373514214774,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0022,CNC(=O)Nc1cccc(C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)c1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.4666666666666667,370.45300000000026,2.0533999999999994,81.75,3,2,3,0.8544061756764458,3.1222519501543164,-7.827,-6.214,-1.8129999999999997,-1.2149999999999999,0.43979262790041845,-1.5420000000000007,-0.270999999999999,True,False,0.052231854666024445,0.9612328171730041,0.7831766605377197,0.010804646275937557,0.05309372581541538,0.02069979440420866,0.01588528659194708,0.1199178397655487,0.02561939344741404,0.23675065338611603,0.33103921413421633,0.9990035891532898,0.8592111349105835,0.01918809683993459,0.5181107580661773,-4.920913715704925,11.645636660429039,-11.310607853099873,19.838666508257802,-3.424211953717974,-0.927359237401889,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0071,CC(C)Oc1cc(C(C)(C)O)ccc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.6521739130434783,414.5460000000003,3.3167000000000018,70.08,5,1,4,0.8024949484429482,3.4299263516558476,-7.466,-5.762,-1.8090000000000002,-1.5710000000000006,0.1822159890532843,-1.5420000000000007,-0.26699999999999946,True,False,0.10830931216478348,0.8909285664558411,0.7937194585800171,0.004968106560409069,0.13483566418290138,0.08269408047199249,0.03252756986767054,0.5505637794733047,0.03702566400170326,0.1819711744785309,0.17961210012435913,0.9995047450065613,0.9769537210464477,0.32880447804927826,0.44648765325546264,-4.518696160546066,55.05794935710967,60.54982406452689,-2.8210144135563486,-3.243562107986776,-2.3266714867228075,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0115,CC(=O)Nc1ccc(N(C)C(N)=O)cc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.46835443037974683,427.5050000000003,1.7753999999999999,116.05,4,2,4,0.7617222687341619,3.4427859838929704,-7.58,-5.821,-1.774,-1.492,0.41645167786911413,-1.5420000000000007,-0.23199999999999932,True,False,0.08638922423124314,0.9370926499366761,0.7174267172813416,0.002601690316805616,0.020142144151031972,0.013767538964748383,0.01285342825576663,0.08707520700991153,0.032567217759788034,0.2721248835325241,0.3776662290096283,0.9918512582778931,0.709811270236969,0.025011928752064705,0.47511937022209166,-5.129760391820276,-3.815411979292583,3.6044446919323647,-1.87250483341003,-3.7483479444645895,2.97300210008538,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0017,CCOc1c(C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)cc(C)c(C)c1O,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.49333333333333335,386.4920000000002,3.023240000000002,70.08,4,1,4,0.8635588236181527,3.473964646602175,-7.58,-5.765,-1.7489999999999997,-1.4059999999999997,0.19098400165691629,-1.5420000000000007,-0.20699999999999896,True,True,0.08189888969063759,0.9439225554466247,0.6560536026954651,0.04677235595881939,0.1711045101284981,0.10134644955396652,0.040003291144967076,0.5633509993553162,0.017334778700023888,0.05598875880241394,0.14084064960479736,0.9997976541519165,0.9653415560722352,0.2507327273488045,0.4941820502281189,-4.834394740020433,76.28447065892958,64.42251648461581,4.206309384256022,-3.672613187697769,3.7008790837147005,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0001,COc1ccc(O)cc1C(=O)N1CC[C@@H]2[C@H](CCC(=O)N2C2CC2)C1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.6212121212121212,344.4110000000001,2.0163,70.08,3,1,4,0.9106441443819309,3.1516562701840876,-7.196,-5.494,-1.702,-1.5750000000000002,0.06235917467916527,-1.5420000000000007,-0.15999999999999925,True,False,0.14203397035598755,0.9026879668235779,0.6923922657966614,0.03226728029549122,0.15284496396780015,0.04160648323595524,0.02386381570249796,0.3074180483818054,0.007181256296462379,0.0993237055838108,0.10981814116239548,0.999858558177948,0.9478978872299194,0.049738826835528015,0.36663798391819,-4.825002940689916,91.55275716330063,32.22324057568285,-2.852305307967053,-3.5596560582688666,4.69644166780859,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P155-0026,CN=C(O)c1cc(C(=O)N2CC[C@@H]3[C@H](CCC(=O)N3C3CC3)C2)n(C(C)C)n1,155_p41145_partial,partial,P35372__P41145,P41145,P35372,155_p41145_partial::ZINC000095461549,ZINC000095461549,0.47368421052631576,387.48400000000026,1.4391,87.54,4,1,5,0.8468319616723707,3.548349062186591,-6.96,-5.479,-1.5510000000000002,-1.1789999999999994,0.406991400400549,-1.5420000000000007,-0.008999999999999453,True,False,0.09676468633115291,0.9304595470428467,0.7272906064987182,0.00725050896871835,0.05749971177428961,0.036997690238058566,0.017104374803602697,0.28865685015916825,0.017021125834435224,0.18154358267784118,0.37759503722190857,0.9997906804084777,0.9584794402122497,0.08968148306012154,0.4443356156349182,-5.043045716357863,45.460207975577475,29.366668878708616,11.893967230942307,-3.0630300400345356,2.8230406290187977,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P157-0185,CC(C[C@@H](O)N1C(=O)CNC(=O)c2ccccc21)=C1NC(C)(C)c2ccccc21,158_oprx_full,full,P41146__P48145,P41146,P48145,158_oprx_full::ZINC000741957071,ZINC000741957071,0.1839080459770115,391.4710000000002,2.845600000000001,82,4,2,4,0.8408453050183256,3.9113917870305013,-7.902,-5.229,-2.8329999999999993,-1.5679999999999996,0.6147673453338987,-2.5090000000000003,-0.32399999999999896,False,False,0.13592687547206878,0.8138486981391907,0.7105029106140137,0.05027490295469761,0.2812812298536301,0.19372663348913194,0.1844334378838539,0.48031086623668673,0.339762881398201,0.30123854875564576,0.5856724619865418,0.9928839921951294,0.8365010261535645,0.6828553080558777,0.7920431137084961,-4.796850021888942,39.85224706405157,52.57322354522753,40.079893351877274,-4.397751899278103,-0.5076525635013664,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P157-0017,C[C@@H](O)[C@@H]1N(C)c2ccccc2N1C(=O)CN(C)C1=NS(=O)(=O)c2ccccc21,158_oprx_partial,partial,P41146__P48145,P41146,P48145,158_oprx_partial::ZINC000741957071,ZINC000741957071,0.6349206349206349,414.48700000000014,1.2571999999999999,93.52000000000001,3,1,6,0.8127883103522182,3.7129614665176804,-7.61,-4.937,-2.673,-2.5620000000000003,0.11382540235914933,-2.5090000000000003,-0.1639999999999997,True,False,0.03901401832699776,0.48839944005012514,0.6764976024627686,0.01871564779430628,0.271664696931839,0.1189380943775177,0.1322922646999359,0.4093011409044266,0.3830064833164215,0.052084193006157874,0.8305792570114136,0.9933578848838807,0.7361612439155578,0.664315813779831,0.6678438186645508,-5.2596243434942,56.93421526178842,37.97086458556228,59.044561638290205,-2.5180848529949467,4.129632026816959,True,True,True,dual_endpoint_improved,True
A6PX-P157-0015,CN(CC(=O)N1C2=CCNC2Cc2ccccc21)C1=NS(=O)(=O)c2ccccc21,158_oprx_partial,partial,P41146__P48145,P41146,P48145,158_oprx_partial::ZINC000741957071,ZINC000741957071,0.5138888888888888,408.48300000000006,1.5122999999999995,82.08000000000001,2,1,5,0.8147411318341483,3.6267907913284425,-8.36,-5.711,-2.648999999999999,-1.734,0.6962887332134564,-2.5090000000000003,-0.1399999999999988,True,False,0.10546236038208008,0.8741398096084595,0.7425384998321534,0.04949752762913704,0.5620718181133271,0.28471908867359164,0.3749647349119186,0.8230759024620056,0.4556965410709381,0.12317119166254997,0.7991119980812073,0.9984667897224426,0.8129641056060791,0.814536201953888,0.7867118954658509,-5.372005706428643,30.66129525830437,10.106886046615372,79.53163788443605,-2.8811739536392307,-4.373904289005651,True,True,True,dual_endpoint_improved,True
A6PX-P157-0036,CNC(=O)CN(C(=O)CN(C)C1=NS(=O)(=O)c2ccccc21)c1ccccc1C,158_oprx_partial,partial,P41146__P48145,P41146,P48145,158_oprx_partial::ZINC000741957071,ZINC000741957071,0.4225352112676056,414.4870000000001,1.15492,99.15,5,1,5,0.7914749947394039,2.697446459982764,-7.648,-4.676,-2.6399999999999997,-1.7310000000000008,0.615437152671894,-2.5090000000000003,-0.13099999999999934,False,False,0.05093982741236687,0.7648146510124206,0.8109516620635986,0.009976778971031308,0.3536838680505753,0.14009320884943008,0.13171809762716294,0.6355521202087402,0.5948616147041321,0.052568957582116126,0.849725067615509,0.9934992671012879,0.8461826801300049,0.6605931758880615,0.627355033159256,-5.257427073246298,50.51997260570572,38.20094761439587,55.05291865632931,-2.9400451301497825,-0.6344918672281753,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P015-0056,CN(Cc1ccc[nH+]c1)C(=O)[C@H]1CCC[C@@]12NCC1=Cc3c(n(C)c(=O)c4ccoc34)NC=C1C2=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.2571428571428571,485.54400000000027,2.4513000000000007,109.80000000000001,3,1,8,0.6103929976447536,4.861252567425419,-13.329,-10.372,-3.0980000000000008,-2.942,0.16809521111560527,-1.7010000000000005,-1.3970000000000002,True,True,0.12644151747226715,0.7578239679336548,0.8611437082290649,0.11275056302547455,0.27062447667121886,0.45981475710868835,0.15568419694900512,0.9339256048202514,0.04831600561738014,0.23484985530376434,0.9388695359230042,0.9999276041984558,0.9373756766319274,0.5864652752876282,0.4802924573421478,-5.202188451158723,64.0650725261591,62.45431588884783,22.32987408191599,-3.161219933444606,-3.9383783352321418,True,True,True,dual_endpoint_improved,True
A6PX-P015-0091,Cn1c(=O)c2c(CO)c([C@@H]3CCCN(Cc4cncnc4)C(=O)[C@H]4CCCN43)ccc2n(C)c1=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.23863636363636365,478.5530000000003,0.8475999999999999,113.56,4,1,9,0.591361023089545,3.755806429464105,-12.312,-9.821,-2.4909999999999997,-2.0340000000000007,0.24216293871872444,-1.7010000000000005,-0.7899999999999991,True,True,0.10334883332252502,0.3476949155330658,0.8003580212593079,0.014130945410579443,0.026056917570531368,0.1110187504440546,0.017059919936582447,0.6652643322944641,0.06801710389554501,0.6094950199127197,0.8708900451660156,0.993968951702118,0.7401172876358032,0.3097994327545166,0.7580992460250855,-5.281459395574198,5.383609056934776,44.16384975349435,57.24459137070971,-2.0191358076849806,-3.671415663065221,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P015-0025,Cc1c(O)c2cc(S(=O)(=O)[C@@H]3CCC[C@@H]3C(=O)N3Cc4ccccc4C3)ccc2n(C)c1=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.3132530120481928,466.5590000000002,3.037320000000001,96.68,3,1,6,0.6400756138598981,3.5488716455785214,-13.322,-10.91,-2.401,-2.370000000000001,0.05268986830712504,-1.7010000000000005,-0.6999999999999993,True,True,0.10741378366947174,0.6678093612194062,0.896599805355072,0.06635129861533642,0.7011555671691895,0.7161133646965027,0.06651364266872406,0.9330091595649719,0.3501307040452957,0.07197908535599709,0.8883867621421814,0.9995528817176819,0.8928682684898377,0.691294264793396,0.6089572191238404,-4.989992824949557,10.952849464238252,51.40564267405625,31.99531153561518,-3.6659858706441377,0.9581615563575635,True,True,False,not_dual_endpoint_improved,False
A6PX-P015-0095,Cc1c(O)c2cc(S(=O)(=O)N3CCC[C@@H]3C(=O)N(C)Cc3c[nH]cn3)ccc2n(C)c1=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.5526315789473685,459.5280000000002,1.0873199999999998,128.60000000000002,5,2,7,0.5876996909813171,3.4190191839446653,-11.072,-8.68,-2.376999999999999,-2.0589999999999993,0.23794116919944755,-1.7010000000000005,-0.6759999999999984,True,False,0.04702257290482521,0.11311363577842712,0.7654930591583252,0.03875470533967018,0.30879787504673006,0.40792144536972047,0.1233629547059536,0.9128660917282104,0.1089196689426899,0.14363825619220733,0.8962656259536743,0.9991234183311463,0.7999274373054505,0.15649106800556184,0.6555390536785126,-5.532556780434727,52.78616619229816,52.787500902036015,-10.86084669902353,-3.259761466903023,-0.7345253727557883,True,True,False,not_dual_endpoint_improved,False
A6PX-P015-0092,Cc1c(F)c2cc(S(=O)(=O)N3CCC[C@@H]3C(=O)N3Cc4ccccc4C3)ccc2n(C)c1=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.4666666666666667,469.5380000000002,2.681520000000001,79.69,3,0,5,0.5909184459187121,3.106520203274,-13.648,-11.292,-2.356,-2.0180000000000007,0.4367363812034289,-1.7010000000000005,-0.6549999999999994,True,False,0.21789026856422425,0.8653624176979064,0.8253336668014526,0.11106461510062218,0.8069037437438965,0.8327466249465942,0.0697296429425478,0.9032343029975891,0.3286397695541382,0.1224338486790657,0.9371098756790162,0.9999151468276978,0.9863501191139221,0.8187568187713623,0.8884820580482483,-5.001348545392712,79.03452254945849,76.74937178965106,21.327882331974838,-4.054702845109029,-1.9330862702987737,False,False,False,not_evaluated_cross_domain_gate,False
A6PX-P015-0099,Cn1c(=O)c2cc(S(=O)(=O)[C@@H]3CCC[C@@H]3C(=O)N3Cc4ccccc4C3)ccc2n(C)c1=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.30864197530864196,467.5470000000002,1.722,98.45000000000002,3,0,7,0.5842475839017294,3.433537699090227,-13.396,-11.221,-2.1750000000000007,-2.0170000000000012,0.07519899526515492,-1.7010000000000005,-0.4740000000000002,True,False,0.11066167801618576,0.8759763598442077,0.8540831089019776,0.039415724389255044,0.525646859407425,0.5865999937057496,0.029958412423729895,0.9296351790428161,0.2836465388536453,0.11149460971355438,0.9448631167411804,0.9990101337432862,0.8896997332572937,0.7364269137382508,0.5455650806427002,-4.793636761431257,23.556051973460416,34.87433413137733,72.91206822685793,-3.06733082466186,-5.730743326717986,True,True,False,not_dual_endpoint_improved,False
A6PX-P015-0117,Cc1c(O)c2cc(S(=O)(=O)N3CCC[C@@H]3C(=O)N(C)Cc3ccc(O)cc3)ccc2n(C)c1=O,15_adrb2_full,full,P07550__P13945,P07550,P13945,15_adrb2_full::ZINC000009961080,ZINC000009961080,0.6617647058823529,485.56200000000024,2.0698200000000004,120.15000000000002,5,2,7,0.5709513023414273,3.0589337911339385,-11.452,-9.251,-2.0760000000000005,-1.846,0.4668035513527667,-1.7010000000000005,-0.375,True,False,0.12202010154724122,0.2387831076979637,0.7334558725357055,0.06698991656303406,0.5013596832752227,0.6431886911392212,0.15119799226522446,0.8987216234207154,0.20656612068414687,0.15659828782081603,0.8909743189811706,0.9985840320587158,0.8794010043144226,0.3983266770839691,0.7041228652000427,-5.51751335116851,77.14716848647734,86.85164036130843,6.591662325218541,-4.1704614746536945,1.1197513795013023,False,False,False,not_evaluated_cross_domain_gate,False
